original_row_index,generated_version,item_number,list_item,Full verb phrase,Causality,NP1,verb,NP2,because,pronoun,präposition,adjective + verb,and,NP final,verb final,Generated-Sentence,np2_replacement_status,NP1 - male,NP1 - female,NP2 - male,NP2 - female,verb_bias,Unnamed: 7,Unnamed: 18,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,verb_bias.1,new verb,old verb,german_verb_freq,german_verb_length,Unnamed: 30,Previous-Sentences (04/2026),adj,german_adj_freq,german_adj_length,Susanne_avgRating_Score,Susanne_avgRating_Score.1,20_Best_Verbs,adj_amb,verb_changed,verb_change_log,adjective_changed,adjective_change_log,preposition_changed,preposition_change_log,und_changed,und_change_log
155,original,5,26,erzürnte,NP2-Causality,Klaus,erzürnte,"Renate,",weil,sie,an dem Tag,frustriert war,und,keine Wertschätzung,erfuhr,"Klaus erzürnte Renate, weil sie an dem Tag frustriert war und keine Wertschätzung erfuhr.",ok_prefix_keep_particle_or_punctuation,Klaus,Sabine,Hans,Renate,NP1,,,enraged,StimExp,7.0,25.0,-2.36,70,NP1,erzürnte,erzürnte,0.21,8.0,,"Der Studienrat erzürnte die Schülerin, weil sie seit vielen Monaten bestimmend war und die Kontrolle behielt. ",bestimmend,6.87,10.0,68.75,68.75,optimal,nonamb,False,,True,verletzlich war -> frustriert war,False,,True,Kränkung verspührte -> keine Wertschätzung erfuhr
155,both_male,6,26,erzürnte,NP2-Causality,Klaus,erzürnte,"Hans,",weil,er,an dem Tag,frustriert war,und,keine Wertschätzung,erfuhr,"Klaus erzürnte Hans, weil er an dem Tag frustriert war und keine Wertschätzung erfuhr.",ok_prefix_keep_particle_or_punctuation,Klaus,Sabine,Hans,Renate,NP1,,,enraged,StimExp,7.0,25.0,-2.36,70,NP1,erzürnte,erzürnte,0.21,8.0,,"Der Studienrat erzürnte die Schülerin, weil sie seit vielen Monaten bestimmend war und die Kontrolle behielt. ",bestimmend,6.87,10.0,68.75,68.75,optimal,nonamb,False,,True,verletzlich war -> frustriert war,False,,True,Kränkung verspührte -> keine Wertschätzung erfuhr
155,both_female,7,26,erzürnte,NP2-Causality,Sabine,erzürnte,"Renate,",weil,sie,an dem Tag,frustriert war,und,keine Wertschätzung,erfuhr,"Sabine erzürnte Renate, weil sie an dem Tag frustriert war und keine Wertschätzung erfuhr.",ok_prefix_keep_particle_or_punctuation,Klaus,Sabine,Hans,Renate,NP1,,,enraged,StimExp,7.0,25.0,-2.36,70,NP1,erzürnte,erzürnte,0.21,8.0,,"Der Studienrat erzürnte die Schülerin, weil sie seit vielen Monaten bestimmend war und die Kontrolle behielt. ",bestimmend,6.87,10.0,68.75,68.75,optimal,nonamb,False,,True,verletzlich war -> frustriert war,False,,True,Kränkung verspührte -> keine Wertschätzung erfuhr
155,swapped,8,26,erzürnte,NP2-Causality,Sabine,erzürnte,"Hans,",weil,er,an dem Tag,frustriert war,und,keine Wertschätzung,erfuhr,"Sabine erzürnte Hans, weil er an dem Tag frustriert war und keine Wertschätzung erfuhr.",ok_prefix_keep_particle_or_punctuation,Klaus,Sabine,Hans,Renate,NP1,,,enraged,StimExp,7.0,25.0,-2.36,70,NP1,erzürnte,erzürnte,0.21,8.0,,"Der Studienrat erzürnte die Schülerin, weil sie seit vielen Monaten bestimmend war und die Kontrolle behielt. ",bestimmend,6.87,10.0,68.75,68.75,optimal,nonamb,False,,True,verletzlich war -> frustriert war,False,,True,Kränkung verspührte -> keine Wertschätzung erfuhr
164,original,1,27,imitierte,NP1-Causality,Andreas,imitierte,"Sarah,",weil,er,in der Nacht,ungeübt war,und,die Choreografie,lernte,"Andreas imitierte Sarah, weil er in der Nacht ungeübt war und die Choreografie lernte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil er in der Nacht höflich war und die Antwort gab. ",höflich,5.82,7.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,geschmeichelt war -> ungeübt war,False,,True,Höflichkeit zeigte -> die Choreografie lernte
164,both_male,2,27,imitierte,NP1-Causality,Andreas,imitierte,"Jürgen,",weil,er,in der Nacht,ungeübt war,und,die Choreografie,lernte,"Andreas imitierte Jürgen, weil er in der Nacht ungeübt war und die Choreografie lernte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil er in der Nacht höflich war und die Antwort gab. ",höflich,5.82,7.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,geschmeichelt war -> ungeübt war,False,,True,Höflichkeit zeigte -> die Choreografie lernte
164,both_female,3,27,imitierte,NP1-Causality,Lisa,imitierte,"Sarah,",weil,sie,in der Nacht,ungeübt war,und,die Choreografie,lernte,"Lisa imitierte Sarah, weil sie in der Nacht ungeübt war und die Choreografie lernte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil er in der Nacht höflich war und die Antwort gab. ",höflich,5.82,7.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,geschmeichelt war -> ungeübt war,False,,True,Höflichkeit zeigte -> die Choreografie lernte
164,swapped,4,27,imitierte,NP1-Causality,Lisa,imitierte,"Jürgen,",weil,sie,in der Nacht,ungeübt war,und,die Choreografie,lernte,"Lisa imitierte Jürgen, weil sie in der Nacht ungeübt war und die Choreografie lernte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil er in der Nacht höflich war und die Antwort gab. ",höflich,5.82,7.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,geschmeichelt war -> ungeübt war,False,,True,Höflichkeit zeigte -> die Choreografie lernte
165,original,5,27,imitierte,NP2-Causality,Andreas,imitierte,"Sarah,",weil,sie,in der Nacht,geübt war,und,die Choreografie,beherrschte,"Andreas imitierte Sarah, weil sie in der Nacht geübt war und die Choreografie beherrschte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil sie in der Nacht unerwartet war und die Überraschung brachte. ",unerwartet,12.76,10.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,bezaubernd war -> geübt war,False,,True,Betörung ausstrahlte -> die Choreografie beherrschte
165,both_male,6,27,imitierte,NP2-Causality,Andreas,imitierte,"Jürgen,",weil,er,in der Nacht,geübt war,und,die Choreografie,beherrschte,"Andreas imitierte Jürgen, weil er in der Nacht geübt war und die Choreografie beherrschte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil sie in der Nacht unerwartet war und die Überraschung brachte. ",unerwartet,12.76,10.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,bezaubernd war -> geübt war,False,,True,Betörung ausstrahlte -> die Choreografie beherrschte
165,both_female,7,27,imitierte,NP2-Causality,Lisa,imitierte,"Sarah,",weil,sie,in der Nacht,geübt war,und,die Choreografie,beherrschte,"Lisa imitierte Sarah, weil sie in der Nacht geübt war und die Choreografie beherrschte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil sie in der Nacht unerwartet war und die Überraschung brachte. ",unerwartet,12.76,10.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,bezaubernd war -> geübt war,False,,True,Betörung ausstrahlte -> die Choreografie beherrschte
165,swapped,8,27,imitierte,NP2-Causality,Lisa,imitierte,"Jürgen,",weil,er,in der Nacht,geübt war,und,die Choreografie,beherrschte,"Lisa imitierte Jürgen, weil er in der Nacht geübt war und die Choreografie beherrschte.",ok_prefix_keep_particle_or_punctuation,Andreas,Lisa,Jürgen,Sarah,NP1,,,echoed,AgP,6.0,33.0,0.36,72,NP1,erwiederte,erwiderte,5.39,9.0,,"Der Schöne erwiderte die Verehrerin, weil sie in der Nacht unerwartet war und die Überraschung brachte. ",unerwartet,12.76,10.0,50.0,50.0,suboptimal,nonamb,True,erwiderte -> imitierte (Eng: echoed),True,bezaubernd war -> geübt war,False,,True,Betörung ausstrahlte -> die Choreografie beherrschte
156,original,1,28,verführte,NP1-Causality,Martin,verführte,"Linda,",weil,er,an dem Morgen,romantisch war,und,ein Date,plante,"Martin verführte Linda, weil er an dem Morgen romantisch war und ein Date plante.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil er am frühen Morgen verantwortlich war und die Gruppe leitete.",verantwortlich,77.38,14.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,verantwortlich war -> romantisch war,False,,True,Integration anstrebte -> ein Date plante
156,both_male,2,28,verführte,NP1-Causality,Martin,verführte,"Karl,",weil,er,an dem Morgen,romantisch war,und,ein Date,plante,"Martin verführte Karl, weil er an dem Morgen romantisch war und ein Date plante.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil er am frühen Morgen verantwortlich war und die Gruppe leitete.",verantwortlich,77.38,14.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,verantwortlich war -> romantisch war,False,,True,Integration anstrebte -> ein Date plante
156,both_female,3,28,verführte,NP1-Causality,Martina,verführte,"Linda,",weil,sie,an dem Morgen,romantisch war,und,ein Date,plante,"Martina verführte Linda, weil sie an dem Morgen romantisch war und ein Date plante.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil er am frühen Morgen verantwortlich war und die Gruppe leitete.",verantwortlich,77.38,14.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,verantwortlich war -> romantisch war,False,,True,Integration anstrebte -> ein Date plante
156,swapped,4,28,verführte,NP1-Causality,Martina,verführte,"Karl,",weil,sie,an dem Morgen,romantisch war,und,ein Date,plante,"Martina verführte Karl, weil sie an dem Morgen romantisch war und ein Date plante.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil er am frühen Morgen verantwortlich war und die Gruppe leitete.",verantwortlich,77.38,14.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,verantwortlich war -> romantisch war,False,,True,Integration anstrebte -> ein Date plante
157,original,5,28,verführte,NP2-Causality,Martin,verführte,"Linda,",weil,sie,an dem Morgen,empfänglich war,und,eine Beziehung,suchte,"Martin verführte Linda, weil sie an dem Morgen empfänglich war und eine Beziehung suchte.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil sie am frühen Morgen unselbständig war und die Orientierung suchte.",unselbständig,2.71,13.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,lustlos war -> empfänglich war,False,,True,Kraft fehlte -> eine Beziehung suchte
157,both_male,6,28,verführte,NP2-Causality,Martin,verführte,"Karl,",weil,er,an dem Morgen,empfänglich war,und,eine Beziehung,suchte,"Martin verführte Karl, weil er an dem Morgen empfänglich war und eine Beziehung suchte.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil sie am frühen Morgen unselbständig war und die Orientierung suchte.",unselbständig,2.71,13.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,lustlos war -> empfänglich war,False,,True,Kraft fehlte -> eine Beziehung suchte
157,both_female,7,28,verführte,NP2-Causality,Martina,verführte,"Linda,",weil,sie,an dem Morgen,empfänglich war,und,eine Beziehung,suchte,"Martina verführte Linda, weil sie an dem Morgen empfänglich war und eine Beziehung suchte.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil sie am frühen Morgen unselbständig war und die Orientierung suchte.",unselbständig,2.71,13.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,lustlos war -> empfänglich war,False,,True,Kraft fehlte -> eine Beziehung suchte
157,swapped,8,28,verführte,NP2-Causality,Martina,verführte,"Karl,",weil,er,an dem Morgen,empfänglich war,und,eine Beziehung,suchte,"Martina verführte Karl, weil er an dem Morgen empfänglich war und eine Beziehung suchte.",ok_prefix_keep_particle_or_punctuation,Martin,Martina,Karl,Linda,NP1,,,enticed,StimExp,7.0,3.0,1.0,70,NP1,lockte,lockte,1.59,6.0,,"Der Erzieher lockte die Jugendliche, weil sie am frühen Morgen unselbständig war und die Orientierung suchte.",unselbständig,2.71,13.0,87.5,87.5,optimal,nonamb,True,lockte -> verführte (Eng: enticed),True,lustlos war -> empfänglich war,False,,True,Kraft fehlte -> eine Beziehung suchte
2,original,1,29,beneidete,NP1-Causality,Florian,beneidete,"Barbara,",weil,er,am späten Abend,unzufrieden war,und,die Niederlage,erlitt,"Florian beneidete Barbara, weil er am späten Abend unzufrieden war und die Niederlage erlitt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil er am späten Abend erfolglos war und die Enttäuschung spürte.",erfolglos,13.04,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> unzufrieden war,False,,True,den Wettkapf verlor -> die Niederlage erlitt
2,both_male,2,29,beneidete,NP1-Causality,Florian,beneidete,"Johannes,",weil,er,am späten Abend,unzufrieden war,und,die Niederlage,erlitt,"Florian beneidete Johannes, weil er am späten Abend unzufrieden war und die Niederlage erlitt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil er am späten Abend erfolglos war und die Enttäuschung spürte.",erfolglos,13.04,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> unzufrieden war,False,,True,den Wettkapf verlor -> die Niederlage erlitt
2,both_female,3,29,beneidete,NP1-Causality,Laura,beneidete,"Barbara,",weil,sie,am späten Abend,unzufrieden war,und,die Niederlage,erlitt,"Laura beneidete Barbara, weil sie am späten Abend unzufrieden war und die Niederlage erlitt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil er am späten Abend erfolglos war und die Enttäuschung spürte.",erfolglos,13.04,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> unzufrieden war,False,,True,den Wettkapf verlor -> die Niederlage erlitt
2,swapped,4,29,beneidete,NP1-Causality,Laura,beneidete,"Johannes,",weil,sie,am späten Abend,unzufrieden war,und,die Niederlage,erlitt,"Laura beneidete Johannes, weil sie am späten Abend unzufrieden war und die Niederlage erlitt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil er am späten Abend erfolglos war und die Enttäuschung spürte.",erfolglos,13.04,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> unzufrieden war,False,,True,den Wettkapf verlor -> die Niederlage erlitt
3,original,5,29,beneidete,NP2-Causality,Florian,beneidete,"Barbara,",weil,sie,am späten Abend,erfolgreich war,und,die Auszeichnung,erhielt,"Florian beneidete Barbara, weil sie am späten Abend erfolgreich war und die Auszeichnung erhielt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil sie am späten Abend siegreich war und das Lob erhielt.",siegreich,4.15,9.0,87.5,87.5,optimal,nonamb,False,,False,,False,,True,Lob erhielt -> die Auszeichnung erhielt
3,both_male,6,29,beneidete,NP2-Causality,Florian,beneidete,"Johannes,",weil,er,am späten Abend,erfolgreich war,und,die Auszeichnung,erhielt,"Florian beneidete Johannes, weil er am späten Abend erfolgreich war und die Auszeichnung erhielt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil sie am späten Abend siegreich war und das Lob erhielt.",siegreich,4.15,9.0,87.5,87.5,optimal,nonamb,False,,False,,False,,True,Lob erhielt -> die Auszeichnung erhielt
3,both_female,7,29,beneidete,NP2-Causality,Laura,beneidete,"Barbara,",weil,sie,am späten Abend,erfolgreich war,und,die Auszeichnung,erhielt,"Laura beneidete Barbara, weil sie am späten Abend erfolgreich war und die Auszeichnung erhielt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil sie am späten Abend siegreich war und das Lob erhielt.",siegreich,4.15,9.0,87.5,87.5,optimal,nonamb,False,,False,,False,,True,Lob erhielt -> die Auszeichnung erhielt
3,swapped,8,29,beneidete,NP2-Causality,Laura,beneidete,"Johannes,",weil,er,am späten Abend,erfolgreich war,und,die Auszeichnung,erhielt,"Laura beneidete Johannes, weil er am späten Abend erfolgreich war und die Auszeichnung erhielt.",ok_prefix_keep_particle_or_punctuation,Florian,Laura,Johannes,Barbara,NP2,,,envied,ExpStim,6.0,245.0,-1.82,-94,NP2,beneidete,beneidete,0.23,9.0,,"Der Leistungssportler beneidete die Freizeitsportlerin, weil sie am späten Abend siegreich war und das Lob erhielt.",siegreich,4.15,9.0,87.5,87.5,optimal,nonamb,False,,False,,False,,True,Lob erhielt -> die Auszeichnung erhielt
20,original,1,30,bevorzugte,NP1-Causality,Paul,bevorzugte,"Lena,",weil,er,zu jeder Zeit,verliebt war,und,eine Verbindung,spürte,"Paul bevorzugte Lena, weil er zu jeder Zeit verliebt war und eine Verbindung spürte.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil er von Anfang an verliebt war und das Verlangen zeigte.",verliebt,11.94,8.0,93.75,93.75,optimal,nonamb,False,,True,parteiisch war -> verliebt war,True,immer wieder -> zu jeder Zeit,True,Vorteile einräumte -> eine Verbindung spürte
20,both_male,2,30,bevorzugte,NP1-Causality,Paul,bevorzugte,"Sebastian,",weil,er,zu jeder Zeit,verliebt war,und,eine Verbindung,spürte,"Paul bevorzugte Sebastian, weil er zu jeder Zeit verliebt war und eine Verbindung spürte.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil er von Anfang an verliebt war und das Verlangen zeigte.",verliebt,11.94,8.0,93.75,93.75,optimal,nonamb,False,,True,parteiisch war -> verliebt war,True,immer wieder -> zu jeder Zeit,True,Vorteile einräumte -> eine Verbindung spürte
20,both_female,3,30,bevorzugte,NP1-Causality,Johanna,bevorzugte,"Lena,",weil,sie,zu jeder Zeit,verliebt war,und,eine Verbindung,spürte,"Johanna bevorzugte Lena, weil sie zu jeder Zeit verliebt war und eine Verbindung spürte.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil er von Anfang an verliebt war und das Verlangen zeigte.",verliebt,11.94,8.0,93.75,93.75,optimal,nonamb,False,,True,parteiisch war -> verliebt war,True,immer wieder -> zu jeder Zeit,True,Vorteile einräumte -> eine Verbindung spürte
20,swapped,4,30,bevorzugte,NP1-Causality,Johanna,bevorzugte,"Sebastian,",weil,sie,zu jeder Zeit,verliebt war,und,eine Verbindung,spürte,"Johanna bevorzugte Sebastian, weil sie zu jeder Zeit verliebt war und eine Verbindung spürte.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil er von Anfang an verliebt war und das Verlangen zeigte.",verliebt,11.94,8.0,93.75,93.75,optimal,nonamb,False,,True,parteiisch war -> verliebt war,True,immer wieder -> zu jeder Zeit,True,Vorteile einräumte -> eine Verbindung spürte
21,original,5,30,bevorzugte,NP2-Causality,Paul,bevorzugte,"Lena,",weil,sie,zu jeder Zeit,siegreich war,und,jeden Wettbewerb,gewann,"Paul bevorzugte Lena, weil sie zu jeder Zeit siegreich war und jeden Wettbewerb gewann.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil sie von Anfang an gewinnbringend war und den Erfolg einbrachte.",gewinnbringend,2.45,14.0,93.75,93.75,optimal,nonamb,False,,False,,True,immer wieder -> zu jeder Zeit,True,Erfolg einfuhr -> jeden Wettbewerb gewann
21,both_male,6,30,bevorzugte,NP2-Causality,Paul,bevorzugte,"Sebastian,",weil,er,zu jeder Zeit,siegreich war,und,jeden Wettbewerb,gewann,"Paul bevorzugte Sebastian, weil er zu jeder Zeit siegreich war und jeden Wettbewerb gewann.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil sie von Anfang an gewinnbringend war und den Erfolg einbrachte.",gewinnbringend,2.45,14.0,93.75,93.75,optimal,nonamb,False,,False,,True,immer wieder -> zu jeder Zeit,True,Erfolg einfuhr -> jeden Wettbewerb gewann
21,both_female,7,30,bevorzugte,NP2-Causality,Johanna,bevorzugte,"Lena,",weil,sie,zu jeder Zeit,siegreich war,und,jeden Wettbewerb,gewann,"Johanna bevorzugte Lena, weil sie zu jeder Zeit siegreich war und jeden Wettbewerb gewann.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil sie von Anfang an gewinnbringend war und den Erfolg einbrachte.",gewinnbringend,2.45,14.0,93.75,93.75,optimal,nonamb,False,,False,,True,immer wieder -> zu jeder Zeit,True,Erfolg einfuhr -> jeden Wettbewerb gewann
21,swapped,8,30,bevorzugte,NP2-Causality,Johanna,bevorzugte,"Sebastian,",weil,er,zu jeder Zeit,siegreich war,und,jeden Wettbewerb,gewann,"Johanna bevorzugte Sebastian, weil er zu jeder Zeit siegreich war und jeden Wettbewerb gewann.",ok_prefix_keep_particle_or_punctuation,Paul,Johanna,Sebastian,Lena,NP2,,,favoured,ExpStim,8.0,995.0,1.27,-89,NP2,bevorzugte,bevorzugte,3.6,10.0,,"Der Trainer bevorzugte die Spielerin, weil sie von Anfang an gewinnbringend war und den Erfolg einbrachte.",gewinnbringend,2.45,14.0,93.75,93.75,optimal,nonamb,False,,False,,True,immer wieder -> zu jeder Zeit,True,Erfolg einfuhr -> jeden Wettbewerb gewann
6,original,1,31,begehrte,NP1-Causality,Michael,begehrte,"Maria,",weil,er,schon seit Langem,einsam war,und,eine Partnerschaft,suchte,"Michael begehrte Maria, weil er schon seit Langem einsam war und eine Partnerschaft suchte.",ok_prefix_keep_particle_or_punctuation,Michael,Eva,Tobias,Maria,NP2,,,fancied,ExpStim,7.0,86.0,0.91,-94,NP2,vergötterte,einbildete,0.09,10.0,,"Der Mann bildete sich die Rivalin ein, weil sie schon seit Langem gefährlich war und die Bedrohung hervorrief. ",gefährlich,62.41,10.0,31.25,31.25,suboptimal,nonamb,True,vergötterte -> begehrte (Eng: fancied),True,alleine war -> einsam war,True,seit Langem -> schon seit Langem,True,eine Parternschaft suchte -> eine Partnerschaft suchte
6,both_male,2,31,begehrte,NP1-Causality,Michael,begehrte,"Tobias,",weil,er,schon seit Langem,einsam war,und,eine Partnerschaft,suchte,"Michael begehrte Tobias, weil er schon seit Langem einsam war und eine Partnerschaft suchte.",ok_prefix_keep_particle_or_punctuation,Michael,Eva,Tobias,Maria,NP2,,,fancied,ExpStim,7.0,86.0,0.91,-94,NP2,vergötterte,einbildete,0.09,10.0,,"Der Mann bildete sich die Rivalin ein, weil sie schon seit Langem gefährlich war und die Bedrohung hervorrief. ",gefährlich,62.41,10.0,31.25,31.25,suboptimal,nonamb,True,vergötterte -> begehrte (Eng: fancied),True,alleine war -> einsam war,True,seit Langem -> schon seit Langem,True,eine Parternschaft suchte -> eine Partnerschaft suchte
6,both_female,3,31,begehrte,NP1-Causality,Eva,begehrte,"Maria,",weil,sie,schon seit Langem,einsam war,und,eine Partnerschaft,suchte,"Eva begehrte Maria, weil sie schon seit Langem einsam war und eine Partnerschaft suchte.",ok_prefix_keep_particle_or_punctuation,Michael,Eva,Tobias,Maria,NP2,,,fancied,ExpStim,7.0,86.0,0.91,-94,NP2,vergötterte,einbildete,0.09,10.0,,"Der Mann bildete sich die Rivalin ein, weil sie schon seit Langem gefährlich war und die Bedrohung hervorrief. ",gefährlich,62.41,10.0,31.25,31.25,suboptimal,nonamb,True,vergötterte -> begehrte (Eng: fancied),True,alleine war -> einsam war,True,seit Langem -> schon seit Langem,True,eine Parternschaft suchte -> eine Partnerschaft suchte
